Raw Material Name,Supplier,Location,Price Per Unit (LKR),Delivery Options,Quality Rating,Contact Number
Ambarella,Golden Mango Traders,Negombo,475.22,Courier,C,+94732638463
Plum,Farm Direct,Badulla,121.44,Courier,A,+94701317075
Plum,Tropical Harvest Co.,Kandy,450.07,Courier,A,+94784437056
Plum,Kandyan Fruits Ltd.,Ratnapura,65.02,Courier,C,+94727986870
Pear,Coconut Grove Farms,Jaffna,163.56,Pickup,B,+94796188733
Guava,Sunripe Fruits,Galle,332.53,Delivery,B,+94707899065
Guava,Kandyan Fruits Ltd.,Galle,315.45,Pickup,C,+94754927217
Lemon,Kandyan Fruits Ltd.,Puttalam,396.53,Courier,C,+94752462695
Lemon,Green Valley Orchards,Ratnapura,349.53,Delivery,A,+94764287852
Avocado,Golden Mango Traders,Badulla,426.91,Delivery,B,+94782583815
Avocado,Hill Country Harvest,Puttalam,308.2,Courier,A,+94772403356
Pineapple,Harvest Moon,Anuradhapura,433.04,Pickup,A,+94753449883
Pineapple,Organic Lanka,Kurunegala,460.79,Delivery,A,+94746129628
Beli,Tropical Harvest Co.,Matara,75.94,Courier,C,+94750644018
Watermelon,Nature's Bounty,Batticaloa,380.27,Pickup,C,+94725987135
Watermelon,Harvest Moon,Ratnapura,231.31,Courier,A,+94762003387
Kiwi,Eastern Produce Co.,Matara,146.35,Courier,A,+94790146494
Kiwi,Sunripe Fruits,Matara,421.06,Pickup,C,+94753198186
Kiwi,Royal Fruit Exports,Negombo,463.98,Pickup,C,+94726513826
Mangosteen,Farm Direct,Matara,227.17,Courier,C,+94760751641
Mangosteen,Royal Fruit Exports,Colombo,156.29,Delivery,C,+94784728887
Mangosteen,Island Fresh Produce,Batticaloa,58.25,Pickup,C,+94779100315
Pear,Harvest Moon,Matara,373.0,Courier,A,+94757534181
Pear,Farm Direct,Kandy,169.93,Delivery,A,+94718270567
Durian,Jaffna Agro Products,Puttalam,204.31,Pickup,C,+94734996610
Pineapple,Southern Fruits & Veggies,Kandy,218.55,Delivery,B,+94756708972
Rambutan,Golden Mango Traders,Puttalam,295.78,Delivery,B,+94735587052
Rambutan,Southern Fruits & Veggies,Ratnapura,387.8,Courier,A,+94738599971
Ambarella,Exotic Fruits Lanka,Kurunegala,135.37,Pickup,C,+94782520175
Peach,Organic Lanka,Matara,323.72,Courier,C,+94701402169
Peach,Island Fresh Produce,Ratnapura,303.51,Delivery,C,+94719044379
Peach,Golden Mango Traders,Matara,220.31,Courier,C,+94750186148
Kiwi,Royal Fruit Exports,Negombo,425.15,Pickup,A,+94781055386
Kiwi,Tropical Harvest Co.,Kandy,356.44,Pickup,B,+94733289460
Peach,Southern Fruits & Veggies,Trincomalee,413.78,Courier,B,+94732505754
Papaya,Exotic Fruits Lanka,Anuradhapura,395.32,Courier,B,+94735977158
Mango,Tropical Harvest Co.,Badulla,177.91,Delivery,A,+94745274948
Mango,Kandyan Fruits Ltd.,Trincomalee,59.08,Courier,B,+94760748099
Custard Apple,Island Fresh Produce,Puttalam,431.48,Delivery,A,+94710231461
Custard Apple,Tropical Harvest Co.,Batticaloa,447.36,Delivery,C,+94787051001
Custard Apple,Sunripe Fruits,Trincomalee,285.09,Pickup,B,+94757962693
Custard Apple,Kandyan Fruits Ltd.,Batticaloa,297.55,Pickup,C,+94721306684
Avocado,Island Fresh Produce,Negombo,327.96,Pickup,B,+94752442155
Mangosteen,Island Fresh Produce,Anuradhapura,226.48,Courier,B,+94783252187
Banana,Nature's Bounty,Negombo,97.78,Pickup,B,+94737865810
Peach,Spice Garden Exports,Batticaloa,257.96,Courier,A,+94753981834
Peach,Ceylon Fruit Suppliers,Kurunegala,474.11,Delivery,C,+94705399816
Peach,Coconut Grove Farms,Kandy,420.08,Delivery,C,+94732680096
Beli,Spice Garden Exports,Jaffna,180.66,Delivery,C,+94746428900
Rambutan,Ceylon Fruit Suppliers,Badulla,135.9,Courier,C,+94791543203
Rambutan,Southern Fruits & Veggies,Badulla,377.01,Pickup,B,+94798060856
Jackfruit,Jaffna Agro Products,Kandy,358.1,Pickup,B,+94737028955
Jackfruit,Spice Garden Exports,Galle,111.16,Delivery,A,+94749701906
Jackfruit,Exotic Fruits Lanka,Trincomalee,135.59,Courier,C,+94738393736
Watermelon,Royal Fruit Exports,Kurunegala,437.84,Pickup,A,+94790625571
Watermelon,Nature's Bounty,Kandy,162.15,Courier,A,+94715957366
Watermelon,Golden Mango Traders,Puttalam,465.69,Courier,A,+94738810755
Strawberry,Green Valley Orchards,Colombo,110.38,Delivery,A,+94768441805
Custard Apple,Harvest Moon,Ratnapura,489.16,Courier,C,+94781869582
Custard Apple,Nature's Bounty,Negombo,373.79,Courier,A,+94720761779
Custard Apple,Coconut Grove Farms,Galle,312.02,Courier,B,+94779816260
Woodapple,Harvest Moon,Matara,473.45,Delivery,B,+94771594353
Woodapple,Island Fresh Produce,Trincomalee,414.73,Delivery,A,+94729348244
Coconut,Green Valley Orchards,Galle,51.45,Courier,A,+94742706750
Coconut,Coconut Grove Farms,Jaffna,370.9,Courier,C,+94750597162
Coconut,Royal Fruit Exports,Kandy,475.86,Courier,A,+94732908439
Grapes,Nature's Bounty,Jaffna,102.74,Courier,A,+94742459603
Grapes,Kandyan Fruits Ltd.,Kurunegala,461.91,Pickup,A,+94700951827
Grapes,Organic Lanka,Matara,261.46,Delivery,A,+94764290385
Lemon,Spice Garden Exports,Colombo,237.95,Pickup,C,+94784510697
Lemon,Ceylon Fruit Suppliers,Matara,353.82,Courier,C,+94757899981
Lemon,Hill Country Harvest,Puttalam,328.69,Courier,A,+94714490401
Apple,Eastern Produce Co.,Anuradhapura,496.06,Courier,C,+94753568554
Apple,Island Fresh Produce,Kandy,128.34,Delivery,A,+94783378487
Jackfruit,Royal Fruit Exports,Ratnapura,484.79,Delivery,A,+94795479403
Jackfruit,Jaffna Agro Products,Anuradhapura,319.65,Courier,A,+94712234149
Jackfruit,Coconut Grove Farms,Badulla,391.68,Pickup,C,+94725655047
Watermelon,Kandyan Fruits Ltd.,Matara,396.16,Courier,C,+94713333883
Watermelon,Nature's Bounty,Kandy,451.17,Delivery,A,+94773675168
Watermelon,Coconut Grove Farms,Matara,241.79,Courier,C,+94772312772
Ambarella,Hill Country Harvest,Jaffna,83.13,Delivery,C,+94791404375
Ambarella,Harvest Moon,Colombo,359.3,Pickup,B,+94705851884
Ambarella,Farm Direct,Anuradhapura,253.54,Courier,A,+94783979175
Peach,Exotic Fruits Lanka,Kandy,195.93,Courier,A,+94728458114
Peach,Kandyan Fruits Ltd.,Batticaloa,323.4,Courier,C,+94744016278
Papaya,Kandyan Fruits Ltd.,Galle,256.49,Pickup,A,+94715480820
Avocado,Green Valley Orchards,Negombo,494.54,Delivery,A,+94761056129
Avocado,Fresh Picks,Galle,400.61,Pickup,C,+94746964941
Avocado,Coconut Grove Farms,Galle,404.8,Delivery,C,+94780558835
Jackfruit,Coconut Grove Farms,Batticaloa,182.55,Courier,C,+94776163059
Jackfruit,Golden Mango Traders,Anuradhapura,165.85,Pickup,C,+94750402406
Peach,Sunripe Fruits,Matara,480.13,Pickup,A,+94774474922
Peach,Spice Garden Exports,Jaffna,220.23,Courier,C,+94728901949
Peach,Ceylon Fruit Suppliers,Badulla,283.61,Pickup,C,+94799056921
Plum,Green Valley Orchards,Batticaloa,207.38,Courier,A,+94718392162
Lemon,Nature's Bounty,Trincomalee,391.89,Pickup,B,+94745256030
Lemon,Organic Lanka,Kurunegala,380.88,Courier,A,+94729735743
Lemon,Fresh Picks,Batticaloa,131.86,Pickup,B,+94724002484
Jackfruit,Spice Garden Exports,Kandy,275.6,Pickup,C,+94741412435
Jackfruit,Exotic Fruits Lanka,Galle,305.04,Courier,C,+94728922673
Jackfruit,Royal Fruit Exports,Negombo,264.68,Pickup,A,+94752611868
Custard Apple,Nature's Bounty,Colombo,492.74,Delivery,C,+94767925375
Custard Apple,Green Valley Orchards,Galle,494.32,Pickup,B,+94752812645
Ambarella,Golden Mango Traders,Badulla,409.7,Courier,B,+94752429020
Ambarella,Tropical Harvest Co.,Kurunegala,473.37,Courier,B,+94797270852
Ambarella,Eastern Produce Co.,Batticaloa,285.48,Pickup,C,+94739517267
Coconut,Exotic Fruits Lanka,Anuradhapura,206.45,Pickup,C,+94785090580
Strawberry,Royal Fruit Exports,Jaffna,411.66,Pickup,A,+94799966824
Strawberry,Southern Fruits & Veggies,Galle,214.43,Courier,A,+94717957681
Jackfruit,Nature's Bounty,Negombo,458.36,Courier,B,+94724030576
Pear,Organic Lanka,Matara,253.58,Pickup,A,+94758833115
Pear,Hill Country Harvest,Ratnapura,332.83,Delivery,B,+94777657095
Papaya,Jaffna Agro Products,Kandy,312.6,Courier,B,+94745587965
Papaya,Sunripe Fruits,Galle,234.15,Courier,B,+94753668429
Papaya,Fresh Picks,Jaffna,169.08,Courier,C,+94760264180
Coconut,Southern Fruits & Veggies,Batticaloa,119.78,Courier,B,+94732001528
Coconut,Farm Direct,Jaffna,420.44,Delivery,B,+94764135374
Ambarella,Golden Mango Traders,Puttalam,392.5,Pickup,B,+94732614101
Banana,Organic Lanka,Matara,435.47,Courier,C,+94789678503
Banana,Green Valley Orchards,Jaffna,425.26,Courier,C,+94761810685
Banana,Eastern Produce Co.,Badulla,440.85,Courier,C,+94777315211
Custard Apple,Sunripe Fruits,Kandy,128.82,Pickup,B,+94700425404
Custard Apple,Exotic Fruits Lanka,Negombo,145.76,Delivery,A,+94797935460
Custard Apple,Jaffna Agro Products,Negombo,466.7,Courier,A,+94766342121
Orange,Green Valley Orchards,Galle,119.93,Delivery,C,+94764663378
Orange,Sunripe Fruits,Kurunegala,50.8,Delivery,A,+94724954832
Orange,Exotic Fruits Lanka,Badulla,386.31,Delivery,B,+94780242253
Durian,Eastern Produce Co.,Matara,351.93,Pickup,A,+94738702462
Durian,Green Valley Orchards,Jaffna,56.63,Courier,A,+94799039167
Kiwi,Exotic Fruits Lanka,Anuradhapura,442.92,Courier,A,+94708748810
Kiwi,Organic Lanka,Colombo,452.41,Courier,A,+94741249282
Kiwi,Ceylon Fruit Suppliers,Anuradhapura,275.81,Delivery,B,+94716083904
Pomegranate,Exotic Fruits Lanka,Colombo,261.79,Pickup,A,+94792807387
Woodapple,Spice Garden Exports,Batticaloa,422.69,Pickup,B,+94700866425
Woodapple,Spice Garden Exports,Puttalam,267.0,Courier,C,+94749756950
Plum,Ceylon Fruit Suppliers,Matara,240.69,Courier,A,+94745630840
Plum,Hill Country Harvest,Badulla,323.31,Pickup,A,+94786833794
Plum,Tropical Harvest Co.,Ratnapura,57.99,Delivery,B,+94782046317
Papaya,Jaffna Agro Products,Badulla,125.84,Courier,A,+94757851635
Papaya,Island Fresh Produce,Puttalam,289.47,Delivery,A,+94726410667
Papaya,Spice Garden Exports,Kurunegala,197.4,Courier,C,+94727186196
Soursop,Jaffna Agro Products,Badulla,186.48,Pickup,A,+94746594857
Kiwi,Farm Direct,Batticaloa,462.62,Courier,A,+94750067269
Kiwi,Golden Mango Traders,Matara,199.91,Pickup,C,+94715535481
Guava,Tropical Harvest Co.,Kandy,284.29,Delivery,C,+94708887332
Guava,Eastern Produce Co.,Anuradhapura,239.74,Delivery,C,+94777613380
Guava,Farm Direct,Batticaloa,409.21,Courier,A,+94728817555
Strawberry,Southern Fruits & Veggies,Badulla,492.15,Delivery,A,+94714811623
Custard Apple,Jaffna Agro Products,Kurunegala,169.63,Delivery,A,+94729688518
Custard Apple,Farm Direct,Puttalam,483.87,Pickup,B,+94770028967
Custard Apple,Sunripe Fruits,Puttalam,285.57,Pickup,C,+94720489310
Plum,Southern Fruits & Veggies,Negombo,261.34,Pickup,C,+94723370577
Plum,Royal Fruit Exports,Ratnapura,239.58,Pickup,C,+94738101089
Lemon,Island Fresh Produce,Negombo,300.03,Courier,B,+94715610158
Lemon,Hill Country Harvest,Kurunegala,59.22,Delivery,B,+94775502614
Lemon,Exotic Fruits Lanka,Anuradhapura,445.43,Pickup,A,+94715901085
Banana,Island Fresh Produce,Batticaloa,276.12,Courier,C,+94728266037
Papaya,Eastern Produce Co.,Puttalam,89.31,Delivery,B,+94775020613
Papaya,Exotic Fruits Lanka,Galle,145.7,Courier,A,+94725173834
Mango,Coconut Grove Farms,Jaffna,317.92,Courier,A,+94735141724
Mango,Southern Fruits & Veggies,Anuradhapura,114.18,Pickup,C,+94780697298
Mango,Green Valley Orchards,Colombo,372.11,Pickup,A,+94767855368
Plum,Royal Fruit Exports,Batticaloa,172.43,Delivery,C,+94706485539
Plum,Golden Mango Traders,Kurunegala,333.37,Pickup,C,+94720433855
Lychee,Exotic Fruits Lanka,Badulla,255.16,Delivery,B,+94744292787
Lychee,Fresh Picks,Kandy,147.0,Delivery,A,+94761216608
Lychee,Eastern Produce Co.,Kandy,407.57,Pickup,A,+94708878917
Pomegranate,Nature's Bounty,Kurunegala,383.79,Pickup,B,+94737092259
Guava,Sunripe Fruits,Trincomalee,283.87,Pickup,B,+94711131307
Guava,Nature's Bounty,Anuradhapura,334.75,Courier,C,+94711765390
Cherry,Sunripe Fruits,Badulla,431.83,Courier,B,+94704527740
Guava,Kandyan Fruits Ltd.,Galle,246.0,Delivery,C,+94797256881
Blueberry,Tropical Harvest Co.,Colombo,209.44,Pickup,C,+94775677472
Blueberry,Sunripe Fruits,Matara,72.6,Delivery,C,+94719946149
Woodapple,Kandyan Fruits Ltd.,Trincomalee,185.5,Courier,B,+94767141568
Woodapple,Eastern Produce Co.,Jaffna,306.75,Courier,B,+94782108695
Orange,Golden Mango Traders,Kurunegala,334.63,Delivery,A,+94721542815
Orange,Kandyan Fruits Ltd.,Puttalam,473.72,Courier,C,+94773652583
Orange,Fresh Picks,Kurunegala,164.58,Courier,B,+94701327296
